time,body_angle,stroke,spm,power,distance,pace,calories,state
1782550801.563058,-0.09353395648476287,0,0.0,0.0,0.0,0.0,0.0,READY
1782550801.613259,0.16584318840002815,0,0.0,0.00022304775071476266,0.0018871424051309872,0,1.0705854035190597e-08,READY
1782550801.678429,0.3540561952555981,0,0.0,0.0007470581154272048,0.005552272880505835,8890.679851582841,5.725129087738146e-08,READY
1782550801.746717,0.6162994343783099,0,0.0,0.002188215040766271,0.01104713760601575,6213.788040062491,2.001083646977881e-07,READY
1782550801.822337,0.894313155673142,0,0.0,0.004383897031891442,0.01871804670852997,4929.085136564178,5.17044539600436e-07,READY
1782550801.876339,1.3394860439563536,0,0.0,0.016116741842207922,0.027172513167140467,3193.699262363524,1.3491067229299473e-06,READY
1782550801.948459,1.6875146571667998,0,0.0,0.02506563840825701,0.040254072285298384,2756.513842212715,3.077317732062024e-06,READY
1782550802.0194979,1.9524709559989355,0,0.0,0.032144586338468055,0.0542538761274783,2537.175373514991,5.26044266888998e-06,READY
1782550802.085213,1.9595573514742817,0,0.0,0.027392304753963218,0.06653157246941327,2676.1487096663495,6.981336258311456e-06,READY
1782550802.150819,1.8126380365104755,0,0.0,0.02306049272680091,0.0781055890398329,2834.1983463289835,8.427712347836784e-06,READY
1782550802.216148,1.6052007177451468,0,0.0,0.019428240923547974,0.0889907428825106,3000.8337871846024,9.64112439916105e-06,READY
1782550802.285192,1.374222141708962,0,0.0,0.016204485396581814,0.09981971262999201,3187.924444828133,1.071074242971314e-05,READY
1782550802.359385,1.1292354629102561,0,0.0,0.01332802495962052,0.11072233372287575,3402.4976611425045,1.1656092939711248e-05,READY
1782550802.416503,1.0304466867542292,0,0.0,0.011479481140538442,0.11870848321762524,3576.122179232347,1.2282952644462688e-05,READY
1782550802.47982,0.9108075711702346,0,0.0,0.009723984032381608,0.1270847864929794,3779.534860973855,1.2871570316540385e-05,READY
1782550802.5474539,0.7841200108063692,0,0.0,0.00814146749466733,0.13551790387780682,4010.0723049223066,1.3398001192424964e-05,READY
1782550802.623852,0.5681738146354994,0,0.0,0.006656170989144942,0.14442499149465995,4288.5611910171165,1.388415099823533e-05,READY
1782550802.6842098,0.2750147783783993,0,0.0,0.0056833496564243574,0.1511011302958669,4520.484410103722,1.4212105064666272e-05,READY
1782550802.7560909,-0.1030190371499871,0,0.0,0.004703975465893605,0.1585658574480601,4814.650334304163,1.4535357681334763e-05,READY
1782550802.820655,-0.5122879207116042,0,0.0,0.003971258383108806,0.16490273465684313,5094.212450329746,1.4780477710964825e-05,READY
1782550802.8879218,-0.9896082889716974,0,0.0,0.0033282804091843104,0.17112744376676675,5403.143039166506,1.49945121928533e-05,READY
1782550802.947704,-1.3645635320195502,0,0.0,0.002846278141723699,0.17637816482872168,5692.381369685648,1.5157175120615367e-05,READY
1782550803.020809,-1.6728568158171941,0,0.0,0.0023479306615407577,0.182400917885496,6069.571223683133,1.5321285725862866e-05,READY
1782550803.084343,-1.905104396986331,0,0.0,0.001987706068956998,0.18735215609823347,6416.069306505075,1.544202076936349e-05,READY
1782550803.1543229,-2.050859300743912,0,0.0,0.001653691407781092,0.1924811231751676,6821.84128732508,1.555265367112194e-05,FORWARD
1782550803.224589,-2.077435807485556,0,0.0,0.0013747235013234407,0.19732372870932868,7255.176498479852,1.564500448865267e-05,FORWARD
1782550803.2839968,-2.0653591802945073,0,0.0,0.0012577417271497906,0.2012982514258993,7473.475434627035,1.5716437239578782e-05,FORWARD
1782550803.353694,-1.7094956167937527,0,0.0,0.0,0.0,0.0,0.0,READY
1782550803.4195971,-1.5128675269023484,0,0.0,4.1218640979914556e-05,0.0014106799723511447,0,2.5964244607685186e-09,READY
1782550803.483968,-1.5731163654968137,0,0.0,3.4815549773552886e-05,0.0027135835973763284,0,4.739212481053046e-09,READY
1782550803.5516129,-1.6748532651176018,0,0.0,2.9148656813486747e-05,0.004003907406556324,0,6.6242897415593514e-09,READY
1782550803.620238,-1.7426426747733834,0,0.0,2.4339578507818203e-05,0.005236548880470435,0,8.221137662364475e-09,READY
1782550803.6893198,-1.8374246355495778,0,0.0,2.0298832414294328e-05,0.006404522317945244,0,9.561735198810858e-09,READY
1782550803.753711,-2.0277789681567113,0,0.0,1.7146258284188763e-05,0.007433177660481797,0,1.0616771831330897e-08,FORWARD
1782550803.8197272,-2.12820473105133,0,0.0,1.4417658927890678e-05,0.008429470855388194,0,1.152710788060701e-08,FORWARD
1782550803.884743,-2.1652985045008335,0,0.0,1.2156967607609483e-05,0.009356059715999865,0,1.2282760154318092e-08,FORWARD
1782550803.952138,-2.1574315298776225,0,0.0,1.2208075198300595e-05,0.010317865355358388,0,1.3069329219111858e-08,FORWARD
1782550804.0200791,-2.0942777035993747,0,0.0,3.412570853810199e-05,0.01168372966185988,0,1.5285892254229753e-08,FORWARD
1782550804.089226,-1.9482523943901593,0,0.0,0.0001654933358855452,0.014036707156645413,0,2.6226031736371745e-08,FORWARD
1782550804.151732,-1.7995256611463888,0,0.0,0.0005045938953663607,0.01712092970029617,0,5.6378655881828946e-08,FORWARD
1782550804.2226062,-1.611733420775996,0,0.0,0.0011692010477736617,0.021748708667830883,7657.553431712047,1.35601449140165e-07,FORWARD
1782550804.279594,-1.4985689156570257,0,0.0,0.0018797736422088342,0.02610795350609123,6536.590060560726,2.3801711149383234e-07,FORWARD
1782550804.35346,-1.366300826580148,0,0.0,0.002529090605252832,0.03234544591441817,5921.044226843869,4.166128263990329e-07,FORWARD
1782550804.4198,-1.3278306182709358,0,0.0,0.0024752893989550785,0.03790750664326899,5963.6357177365335,5.736025144674104e-07,FORWARD
1782550804.481042,-1.4644245014595048,0,0.0,0.0021084994095840965,0.042774901396269986,6291.129232392558,6.970541849735059e-07,FORWARD
1782550804.552286,-1.5931332072267608,0,0.0,0.0017481722882521612,0.04809426834474722,6696.661659048045,8.161237728622833e-07,FORWARD
