time,body_angle,stroke,spm,power,distance,pace,calories,state
1782551468.274546,5.855362899025211,0,0.0,0.0,0.0,0.0,0.0,BACK
1782551468.323688,5.590844815992529,0,0.0,0,0.0,0,0.0,BACK
1782551468.391148,5.451863901642103,0,0.0,0,0.0,0,0.0,BACK
1782551468.455553,5.510834702764871,0,0.0,1.1952829693985982e-06,0.0004236425654502797,0,7.35977983354835e-11,BACK
1782551468.52299,5.518926270316669,0,0.0,1.4784904717727075e-06,0.0008995986308921178,0,1.6887682194947382e-10,BACK
1782551468.589087,5.2636446698529396,0,0.0,1.2429425014543429e-06,0.0013402476283302016,0,2.474507064948295e-10,BACK
1782551468.651765,5.082143418412606,0,0.0,1.0546771947546823e-06,0.0017356863347103442,0,3.106497190239347e-10,BACK
1782551468.72367,4.891544769111376,0,0.0,8.728745355996982e-07,0.00216160008761561,0,3.706529024367696e-10,BACK
1782551468.791639,4.611679255678133,0,0.0,7.301595031084563e-07,0.002540943642327979,0,4.180985031636715e-10,BACK
1782551468.857381,4.255352717716778,0,0.0,6.145019147598241e-07,0.0028872502691208047,0,4.5670802069815945e-10,BACK
1782551468.9240599,4.001058382891392,0,0.0,5.15796358504332e-07,0.0032187957685699525,0,4.895992468405113e-10,BACK
1782551468.987753,3.720672979138487,0,0.0,4.3647461279888843e-07,0.003518253197287581,0,5.161774629917289e-10,BACK
1782551469.0501518,3.480944619034267,0,0.0,3.7064221917555334e-07,0.0037960627650516256,0,5.382881312882614e-10,BACK
1782551469.121392,3.301984492353275,0,0.0,3.0730555673786516e-07,0.004094026884394889,0,5.592177985596957e-10,BACK
1782551469.191832,3.2333318177472754,0,0.0,2.553465208841969e-07,0.0043710010194765725,0,5.764131315498052e-10,BACK
1782551469.2584908,3.26394132487219,0,0.0,1.4416753640046213e-06,0.0048376965236347986,0,6.682809381658818e-10,BACK
1782551469.329542,3.311942052818479,0,0.0,6.2271259919719195e-06,0.005647935004976216,0,1.0912962097546467e-09,BACK
1782551469.387512,3.387655083694468,0,0.0,3.502002606469133e-05,0.006823458740112001,0,3.032154340809472e-09,BACK
1782551469.462729,3.3969681830917593,0,0.0,3.291098307640877e-05,0.008317388089635537,0,5.398666327146662e-09,BACK
1782551469.52623,3.2826815735038877,0,0.0,2.786396519908373e-05,0.009510657975643278,0,7.09034823881911e-09,BACK
1782551469.593096,3.225659842699075,0,0.0,2.337789266973763e-05,0.010695659408305237,0,8.584772334142941e-09,BACK
1782551469.657503,3.365490563145424,0,0.0,0.000142177531657936,0.012779125014392212,0,1.7339145625400064e-08,BACK
1782551469.7302651,3.475553732579295,0,0.0,0.00029230223882392644,0.015772071738359643,0,3.767231880870055e-08,BACK
1782551469.798017,3.7125938740395625,0,0.0,0.0010923345219366136,0.02009550183016278,7833.1158202625575,1.0840448512176086e-07,BACK
1782551469.855413,4.132057850254945,0,0.0,0.006145634899062633,0.026613999073999178,4404.171096829482,4.457513946299004e-07,BACK
1782551469.928016,4.493263394232516,0,0.0,0.012026245194831729,0.03692330761883125,3521.0842479001076,1.2804589016816542e-06,BACK
1782551469.997053,4.788904922905283,0,0.0,0.018629082759132422,0.048266689554842576,3043.1447498846533,2.510033687690252e-06,BACK
